epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,32.9312,1.19473,1.66611,2.93192,1.05067,0.21266,0.19866,0.13849,0.09778,0.1976,0.15311,0.09678,0.06802,1.26274,1.72301,4.27544,1.12216,4.23124e-05,4.23124e-05,4.23124e-05
21,34.7629,1.21997,1.65772,3.00986,1.00137,0.42828,0.16495,0.16572,0.11705,0.40919,0.11403,0.1157,0.08078,1.25607,1.62472,4.09446,1.10718,4.31256e-05,4.31256e-05,4.31256e-05
22,36.5447,1.16437,1.77359,2.80665,1.01027,0.42828,0.16495,0.16572,0.11705,0.40919,0.11403,0.1157,0.08078,1.25607,1.62472,4.09446,1.10718,4.37975e-05,4.37975e-05,4.37975e-05
23,38.3574,1.1829,1.7929,2.85,1.07517,0.52268,0.1791,0.16891,0.12516,0.35094,0.17383,0.11816,0.08546,1.22518,1.58895,3.83222,1.07898,4.4328e-05,4.4328e-05,4.4328e-05
24,40.1557,1.16366,1.51296,2.6634,0.99292,0.52268,0.1791,0.16891,0.12516,0.35094,0.17383,0.11816,0.08546,1.22518,1.58895,3.83222,1.07898,4.47171e-05,4.47171e-05,4.47171e-05
25,41.9491,1.14022,1.49702,2.72814,1.04867,0.57065,0.19399,0.18978,0.14372,0.52738,0.14069,0.13412,0.09534,1.15926,1.55937,3.56001,1.04562,4.49649e-05,4.49649e-05,4.49649e-05
26,43.7266,1.20828,1.67034,2.62594,1.02375,0.57065,0.19399,0.18978,0.14372,0.52738,0.14069,0.13412,0.09534,1.15926,1.55937,3.56001,1.04562,4.50712e-05,4.50712e-05,4.50712e-05
27,45.5089,1.18818,1.57825,2.69942,0.97515,0.54072,0.21684,0.22731,0.17256,0.50049,0.16373,0.16452,0.11767,1.12042,1.48827,3.21776,1.02869,4.50363e-05,4.50363e-05,4.50363e-05
28,47.2466,1.1958,1.70002,2.65366,1.04298,0.54072,0.21684,0.22731,0.17256,0.50049,0.16373,0.16452,0.11767,1.12042,1.48827,3.21776,1.02869,4.48599e-05,4.48599e-05,4.48599e-05
29,48.9863,1.12842,1.51996,2.48655,1.03609,0.48625,0.27613,0.2449,0.18726,0.43199,0.21369,0.17832,0.12788,1.0936,1.40439,2.92364,1.01168,4.45422e-05,4.45422e-05,4.45422e-05
30,50.7809,1.11803,1.56148,2.45966,1.02874,0.48625,0.27613,0.2449,0.18726,0.43199,0.21369,0.17832,0.12788,1.0936,1.40439,2.92364,1.01168,4.40831e-05,4.40831e-05,4.40831e-05
31,52.6315,1.08544,1.51917,2.43862,0.95038,0.51115,0.29616,0.26193,0.20218,0.47646,0.24222,0.19932,0.14343,1.07738,1.35365,2.70794,0.99782,4.34826e-05,4.34826e-05,4.34826e-05
32,54.4105,1.14251,1.47098,2.35927,0.95391,0.51115,0.29616,0.26193,0.20218,0.47646,0.24222,0.19932,0.14343,1.07738,1.35365,2.70794,0.99782,4.27408e-05,4.27408e-05,4.27408e-05
33,56.2369,1.05785,1.44163,2.26837,0.95881,0.49719,0.34667,0.29153,0.22311,0.45824,0.27091,0.22515,0.16178,1.06301,1.33843,2.56597,0.98451,4.18575e-05,4.18575e-05,4.18575e-05
34,57.9949,1.12303,1.47544,2.29267,0.96951,0.49719,0.34667,0.29153,0.22311,0.45824,0.27091,0.22515,0.16178,1.06301,1.33843,2.56597,0.98451,4.08329e-05,4.08329e-05,4.08329e-05
35,59.7096,1.0632,1.43955,2.2305,0.99755,0.56291,0.3166,0.31853,0.24474,0.50661,0.2478,0.25658,0.17961,1.04257,1.32855,2.45044,0.97444,3.9667e-05,3.9667e-05,3.9667e-05
36,61.4445,1.09905,1.37413,2.14535,0.9372,0.56291,0.3166,0.31853,0.24474,0.50661,0.2478,0.25658,0.17961,1.04257,1.32855,2.45044,0.97444,3.83597e-05,3.83597e-05,3.83597e-05
37,63.1727,1.05981,1.26709,2.05118,0.96003,0.55478,0.30699,0.33524,0.25921,0.50746,0.23464,0.26758,0.18872,1.02352,1.32049,2.30412,0.96618,3.69109e-05,3.69109e-05,3.69109e-05
38,64.8568,1.00536,1.25241,1.94401,0.98863,0.55478,0.30699,0.33524,0.25921,0.50746,0.23464,0.26758,0.18872,1.02352,1.32049,2.30412,0.96618,3.53209e-05,3.53209e-05,3.53209e-05
39,66.5122,1.18657,1.55337,2.30943,1.00984,0.5155,0.36316,0.36844,0.28069,0.53604,0.22865,0.29334,0.20737,1.00988,1.31307,2.16861,0.96033,3.35894e-05,3.35894e-05,3.35894e-05
40,68.2498,1.1047,1.38709,2.21483,0.96314,0.5155,0.36316,0.36844,0.28069,0.53604,0.22865,0.29334,0.20737,1.00988,1.31307,2.16861,0.96033,3.17166e-05,3.17166e-05,3.17166e-05
41,93.5855,1.06252,1.38167,2.09604,0.92604,0.53774,0.36003,0.38263,0.29667,0.4724,0.28562,0.30945,0.21606,1.00832,1.30191,2.05821,0.9558,2.97024e-05,2.97024e-05,2.97024e-05
42,95.2821,1.02821,1.32864,2.03687,0.99894,0.53774,0.36003,0.38263,0.29667,0.4724,0.28562,0.30945,0.21606,1.00832,1.30191,2.05821,0.9558,2.75468e-05,2.75468e-05,2.75468e-05
43,96.9371,1.10539,1.4478,2.11055,1.03445,0.56804,0.35319,0.39137,0.30421,0.53408,0.28035,0.31598,0.22359,1.00192,1.28696,1.96406,0.95371,2.52499e-05,2.52499e-05,2.52499e-05
44,98.5125,1.00533,1.20366,2.05303,0.95726,0.56804,0.35319,0.39137,0.30421,0.53408,0.28035,0.31598,0.22359,1.00192,1.28696,1.96406,0.95371,2.28116e-05,2.28116e-05,2.28116e-05
45,100.124,1.02164,1.37091,2.03417,0.9703,0.60056,0.36299,0.3993,0.31108,0.5305,0.29268,0.32286,0.23125,1.00122,1.27384,1.89752,0.95252,2.02319e-05,2.02319e-05,2.02319e-05
46,101.744,1.07372,1.31345,1.93044,0.97192,0.60056,0.36299,0.3993,0.31108,0.5305,0.29268,0.32286,0.23125,1.00122,1.27384,1.89752,0.95252,1.75108e-05,1.75108e-05,1.75108e-05
47,103.342,1.04635,1.27605,1.91875,0.92283,0.59655,0.37446,0.40245,0.31295,0.52527,0.30536,0.32699,0.23312,0.99574,1.26651,1.83667,0.94995,1.46484e-05,1.46484e-05,1.46484e-05
48,104.906,1.04242,1.30921,1.90817,1.00692,0.59655,0.37446,0.40245,0.31295,0.52527,0.30536,0.32699,0.23312,0.99574,1.26651,1.83667,0.94995,1.16446e-05,1.16446e-05,1.16446e-05
49,106.501,1.00335,1.33517,1.89083,0.97522,0.63063,0.37217,0.40728,0.31677,0.56115,0.30249,0.33216,0.23596,0.99632,1.26177,1.79475,0.95008,8.49946e-06,8.49946e-06,8.49946e-06
50,108.132,0.95747,1.26959,1.82002,0.92767,0.63063,0.37217,0.40728,0.31677,0.56115,0.30249,0.33216,0.23596,0.99632,1.26177,1.79475,0.95008,5.21291e-06,5.21291e-06,5.21291e-06
