epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,200.228,0.64332,0.86043,0.70194,0.84513,0.88258,0.75103,0.86009,0.70636,0.84746,0.63757,0.76356,0.52848,0.58908,0.74589,0.60739,0.83449,0.000141408,0.000141408,0.000141408
124,201.779,0.56817,0.75339,0.66622,0.8527,0.90516,0.76411,0.87903,0.70652,0.82469,0.67252,0.7746,0.52174,0.58437,0.74141,0.5912,0.83359,0.000139641,0.000139641,0.000139641
125,203.243,0.71417,0.96461,0.77951,0.89037,0.90516,0.76411,0.87903,0.70652,0.82469,0.67252,0.7746,0.52174,0.58437,0.74141,0.5912,0.83359,0.000137873,0.000137873,0.000137873
126,204.747,0.67916,0.84797,0.758,0.87181,0.90516,0.76411,0.87903,0.70652,0.82469,0.67252,0.7746,0.52174,0.58437,0.74141,0.5912,0.83359,0.000136106,0.000136106,0.000136106
127,206.233,0.79873,1.13009,0.86909,0.85673,0.90516,0.76411,0.87903,0.70652,0.82469,0.67252,0.7746,0.52174,0.58437,0.74141,0.5912,0.83359,0.000134339,0.000134339,0.000134339
128,207.732,0.55921,0.8275,0.65587,0.83193,0.89934,0.76119,0.87439,0.70371,0.82427,0.67119,0.75614,0.52743,0.58896,0.7403,0.57032,0.83493,0.000132572,0.000132572,0.000132572
129,209.255,0.6918,0.87444,0.73636,0.85136,0.89934,0.76119,0.87439,0.70371,0.82427,0.67119,0.75614,0.52743,0.58896,0.7403,0.57032,0.83493,0.000130805,0.000130805,0.000130805
130,210.704,0.71875,0.88577,0.8393,0.87178,0.89934,0.76119,0.87439,0.70371,0.82427,0.67119,0.75614,0.52743,0.58896,0.7403,0.57032,0.83493,0.000129038,0.000129038,0.000129038
131,212.228,0.71066,0.87402,0.74104,0.85352,0.89934,0.76119,0.87439,0.70371,0.82427,0.67119,0.75614,0.52743,0.58896,0.7403,0.57032,0.83493,0.000127271,0.000127271,0.000127271
132,213.778,0.67354,0.92129,0.71853,0.84189,0.86874,0.79656,0.87795,0.70493,0.81695,0.66141,0.75335,0.53644,0.58543,0.76745,0.55668,0.83471,0.000125503,0.000125503,0.000125503
133,215.32,0.64723,0.7844,0.69645,0.85409,0.86874,0.79656,0.87795,0.70493,0.81695,0.66141,0.75335,0.53644,0.58543,0.76745,0.55668,0.83471,0.000123736,0.000123736,0.000123736
134,216.854,0.61669,0.85115,0.72975,0.88354,0.86874,0.79656,0.87795,0.70493,0.81695,0.66141,0.75335,0.53644,0.58543,0.76745,0.55668,0.83471,0.000121969,0.000121969,0.000121969
135,218.382,0.69788,0.98417,0.76602,0.85036,0.86874,0.79656,0.87795,0.70493,0.81695,0.66141,0.75335,0.53644,0.58543,0.76745,0.55668,0.83471,0.000120202,0.000120202,0.000120202
136,219.881,0.89592,1.28188,1.04832,0.84931,0.91998,0.75449,0.87456,0.70786,0.82764,0.66154,0.75083,0.53311,0.58239,0.75392,0.55715,0.83394,0.000118435,0.000118435,0.000118435
137,221.363,0.69026,0.90869,0.76913,0.86468,0.91998,0.75449,0.87456,0.70786,0.82764,0.66154,0.75083,0.53311,0.58239,0.75392,0.55715,0.83394,0.000116668,0.000116668,0.000116668
138,222.876,0.64311,0.79388,0.71842,0.85205,0.91998,0.75449,0.87456,0.70786,0.82764,0.66154,0.75083,0.53311,0.58239,0.75392,0.55715,0.83394,0.0001149,0.0001149,0.0001149
139,224.354,0.65855,0.81571,0.73263,0.84646,0.91998,0.75449,0.87456,0.70786,0.82764,0.66154,0.75083,0.53311,0.58239,0.75392,0.55715,0.83394,0.000113133,0.000113133,0.000113133
140,225.884,0.69452,0.88845,0.75939,0.86229,0.91059,0.75339,0.8713,0.70706,0.82411,0.64815,0.75059,0.52702,0.5831,0.73752,0.5496,0.83203,0.000111366,0.000111366,0.000111366
141,227.386,0.65593,0.84527,0.6834,0.84461,0.91059,0.75339,0.8713,0.70706,0.82411,0.64815,0.75059,0.52702,0.5831,0.73752,0.5496,0.83203,0.000109599,0.000109599,0.000109599
142,228.896,0.72344,0.87599,0.75992,0.84089,0.91059,0.75339,0.8713,0.70706,0.82411,0.64815,0.75059,0.52702,0.5831,0.73752,0.5496,0.83203,0.000107832,0.000107832,0.000107832
143,230.355,0.85052,1.01075,0.8722,0.87732,0.91059,0.75339,0.8713,0.70706,0.82411,0.64815,0.75059,0.52702,0.5831,0.73752,0.5496,0.83203,0.000106065,0.000106065,0.000106065
144,231.909,0.59032,0.78599,0.68828,0.84462,0.90947,0.75069,0.87272,0.7137,0.84134,0.63258,0.74671,0.52514,0.57815,0.70144,0.54744,0.82968,0.000104298,0.000104298,0.000104298
145,233.349,0.62686,0.74796,0.67726,0.83048,0.90947,0.75069,0.87272,0.7137,0.84134,0.63258,0.74671,0.52514,0.57815,0.70144,0.54744,0.82968,0.00010253,0.00010253,0.00010253
146,234.813,0.64198,0.82734,0.69202,0.85801,0.90947,0.75069,0.87272,0.7137,0.84134,0.63258,0.74671,0.52514,0.57815,0.70144,0.54744,0.82968,0.000100763,0.000100763,0.000100763
147,236.227,0.73201,0.94319,0.84902,0.86248,0.90947,0.75069,0.87272,0.7137,0.84134,0.63258,0.74671,0.52514,0.57815,0.70144,0.54744,0.82968,9.89961e-05,9.89961e-05,9.89961e-05
148,237.697,0.66085,0.85605,0.69028,0.84227,0.87606,0.77186,0.87499,0.71513,0.79199,0.67865,0.75008,0.52979,0.57139,0.70063,0.54585,0.82749,9.7229e-05,9.7229e-05,9.7229e-05
149,239.199,0.63553,0.81885,0.70151,0.85983,0.87606,0.77186,0.87499,0.71513,0.79199,0.67865,0.75008,0.52979,0.57139,0.70063,0.54585,0.82749,9.54618e-05,9.54618e-05,9.54618e-05
150,240.712,0.63981,0.82569,0.67743,0.86625,0.87606,0.77186,0.87499,0.71513,0.79199,0.67865,0.75008,0.52979,0.57139,0.70063,0.54585,0.82749,9.36947e-05,9.36947e-05,9.36947e-05
151,242.236,0.59227,0.76594,0.65799,0.85128,0.87606,0.77186,0.87499,0.71513,0.79199,0.67865,0.75008,0.52979,0.57139,0.70063,0.54585,0.82749,9.19275e-05,9.19275e-05,9.19275e-05
152,243.733,0.6547,0.84446,0.71581,0.86649,0.90634,0.76053,0.87027,0.71121,0.82892,0.68103,0.7722,0.54153,0.57732,0.70929,0.54902,0.82738,9.01604e-05,9.01604e-05,9.01604e-05
153,245.187,0.70438,0.94654,0.78063,0.87285,0.90634,0.76053,0.87027,0.71121,0.82892,0.68103,0.7722,0.54153,0.57732,0.70929,0.54902,0.82738,8.83932e-05,8.83932e-05,8.83932e-05
154,246.709,0.60889,0.89371,0.70367,0.84911,0.90634,0.76053,0.87027,0.71121,0.82892,0.68103,0.7722,0.54153,0.57732,0.70929,0.54902,0.82738,8.6626e-05,8.6626e-05,8.6626e-05
155,248.179,0.71428,0.94854,0.80657,0.85262,0.90634,0.76053,0.87027,0.71121,0.82892,0.68103,0.7722,0.54153,0.57732,0.70929,0.54902,0.82738,8.48589e-05,8.48589e-05,8.48589e-05
156,249.696,0.5808,0.71083,0.6488,0.86484,0.91608,0.7598,0.8696,0.70886,0.84409,0.68668,0.77202,0.53297,0.57342,0.70678,0.53865,0.82635,8.30917e-05,8.30917e-05,8.30917e-05
157,251.164,0.66725,0.84882,0.6903,0.84113,0.91608,0.7598,0.8696,0.70886,0.84409,0.68668,0.77202,0.53297,0.57342,0.70678,0.53865,0.82635,8.13246e-05,8.13246e-05,8.13246e-05
158,252.644,0.62883,0.80969,0.65257,0.86887,0.91608,0.7598,0.8696,0.70886,0.84409,0.68668,0.77202,0.53297,0.57342,0.70678,0.53865,0.82635,7.95574e-05,7.95574e-05,7.95574e-05
159,254.09,0.70752,0.96755,0.75369,0.84855,0.91608,0.7598,0.8696,0.70886,0.84409,0.68668,0.77202,0.53297,0.57342,0.70678,0.53865,0.82635,7.77903e-05,7.77903e-05,7.77903e-05
160,255.588,0.71415,0.93594,0.70467,0.85267,0.92672,0.75887,0.87092,0.71806,0.85538,0.68608,0.77429,0.53313,0.55995,0.69793,0.53595,0.82434,7.60231e-05,7.60231e-05,7.60231e-05
161,257.084,0.57569,0.70578,0.66894,0.84391,0.92672,0.75887,0.87092,0.71806,0.85538,0.68608,0.77429,0.53313,0.55995,0.69793,0.53595,0.82434,7.4256e-05,7.4256e-05,7.4256e-05
162,258.576,0.55835,0.75665,0.61546,0.824,0.92672,0.75887,0.87092,0.71806,0.85538,0.68608,0.77429,0.53313,0.55995,0.69793,0.53595,0.82434,7.24888e-05,7.24888e-05,7.24888e-05
163,260.088,0.60502,0.78471,0.63984,0.82729,0.92672,0.75887,0.87092,0.71806,0.85538,0.68608,0.77429,0.53313,0.55995,0.69793,0.53595,0.82434,7.07217e-05,7.07217e-05,7.07217e-05
164,261.593,0.70003,0.89796,0.74854,0.86828,0.93203,0.74836,0.87336,0.73586,0.85137,0.67141,0.77089,0.52468,0.54181,0.68937,0.5307,0.82197,6.89546e-05,6.89546e-05,6.89546e-05
165,263.099,0.58017,0.79155,0.66571,0.83677,0.93203,0.74836,0.87336,0.73586,0.85137,0.67141,0.77089,0.52468,0.54181,0.68937,0.5307,0.82197,6.71874e-05,6.71874e-05,6.71874e-05
166,264.569,0.62906,0.8264,0.65594,0.85506,0.93203,0.74836,0.87336,0.73586,0.85137,0.67141,0.77089,0.52468,0.54181,0.68937,0.5307,0.82197,6.54203e-05,6.54203e-05,6.54203e-05
167,266.06,0.62855,0.81492,0.70697,0.86213,0.93203,0.74836,0.87336,0.73586,0.85137,0.67141,0.77089,0.52468,0.54181,0.68937,0.5307,0.82197,6.36531e-05,6.36531e-05,6.36531e-05
168,267.587,0.62557,0.9601,0.67364,0.85407,0.93717,0.75096,0.87266,0.73526,0.80924,0.72173,0.78784,0.52675,0.53983,0.67924,0.52421,0.82181,6.1886e-05,6.1886e-05,6.1886e-05
169,269.091,0.63888,0.78814,0.65206,0.83276,0.93717,0.75096,0.87266,0.73526,0.80924,0.72173,0.78784,0.52675,0.53983,0.67924,0.52421,0.82181,6.01188e-05,6.01188e-05,6.01188e-05
170,270.565,0.67024,0.84398,0.74214,0.83656,0.93717,0.75096,0.87266,0.73526,0.80924,0.72173,0.78784,0.52675,0.53983,0.67924,0.52421,0.82181,5.83517e-05,5.83517e-05,5.83517e-05
171,272.308,0.57169,0.75115,0.63222,0.85678,0.93717,0.75096,0.87266,0.73526,0.80924,0.72173,0.78784,0.52675,0.53983,0.67924,0.52421,0.82181,5.65845e-05,5.65845e-05,5.65845e-05
172,273.898,0.61273,0.80728,0.60643,0.83133,0.91928,0.76018,0.88259,0.7366,0.80829,0.71616,0.78841,0.5267,0.53147,0.68365,0.51692,0.8214,5.48174e-05,5.48174e-05,5.48174e-05
173,275.368,0.58067,0.76579,0.63986,0.83891,0.91928,0.76018,0.88259,0.7366,0.80829,0.71616,0.78841,0.5267,0.53147,0.68365,0.51692,0.8214,5.30502e-05,5.30502e-05,5.30502e-05
174,276.902,0.53927,0.74488,0.58098,0.83745,0.91928,0.76018,0.88259,0.7366,0.80829,0.71616,0.78841,0.5267,0.53147,0.68365,0.51692,0.8214,5.12831e-05,5.12831e-05,5.12831e-05
175,278.391,0.65707,0.84015,0.62722,0.86036,0.91928,0.76018,0.88259,0.7366,0.80829,0.71616,0.78841,0.5267,0.53147,0.68365,0.51692,0.8214,4.95159e-05,4.95159e-05,4.95159e-05
176,279.948,0.60299,0.77761,0.61622,0.82872,0.8767,0.79203,0.88364,0.74053,0.80447,0.72875,0.78928,0.53606,0.52297,0.67634,0.50338,0.82017,4.77488e-05,4.77488e-05,4.77488e-05
177,281.488,0.52209,0.71365,0.57568,0.84123,0.8767,0.79203,0.88364,0.74053,0.80447,0.72875,0.78928,0.53606,0.52297,0.67634,0.50338,0.82017,4.59816e-05,4.59816e-05,4.59816e-05
178,282.987,0.58544,0.74731,0.58441,0.8414,0.8767,0.79203,0.88364,0.74053,0.80447,0.72875,0.78928,0.53606,0.52297,0.67634,0.50338,0.82017,4.42144e-05,4.42144e-05,4.42144e-05
179,284.484,0.64011,0.77577,0.65115,0.83428,0.8767,0.79203,0.88364,0.74053,0.80447,0.72875,0.78928,0.53606,0.52297,0.67634,0.50338,0.82017,4.24473e-05,4.24473e-05,4.24473e-05
180,286.006,0.62719,0.78909,0.66493,0.82902,0.88472,0.79894,0.88913,0.73987,0.81655,0.72149,0.78844,0.54214,0.51984,0.67228,0.49609,0.82046,4.06801e-05,4.06801e-05,4.06801e-05
181,287.479,0.59331,0.76562,0.61812,0.84589,0.88472,0.79894,0.88913,0.73987,0.81655,0.72149,0.78844,0.54214,0.51984,0.67228,0.49609,0.82046,3.8913e-05,3.8913e-05,3.8913e-05
182,288.959,0.62518,0.79825,0.64155,0.85296,0.88472,0.79894,0.88913,0.73987,0.81655,0.72149,0.78844,0.54214,0.51984,0.67228,0.49609,0.82046,3.71458e-05,3.71458e-05,3.71458e-05
183,290.45,0.61016,0.83254,0.66835,0.86984,0.88472,0.79894,0.88913,0.73987,0.81655,0.72149,0.78844,0.54214,0.51984,0.67228,0.49609,0.82046,3.53787e-05,3.53787e-05,3.53787e-05
184,291.995,0.61266,0.89148,0.65021,0.83108,0.89542,0.80331,0.88904,0.74439,0.82152,0.72283,0.78663,0.54351,0.51661,0.66746,0.49386,0.81998,3.36115e-05,3.36115e-05,3.36115e-05
185,293.495,0.51865,0.65329,0.57639,0.8441,0.89542,0.80331,0.88904,0.74439,0.82152,0.72283,0.78663,0.54351,0.51661,0.66746,0.49386,0.81998,3.18444e-05,3.18444e-05,3.18444e-05
186,294.984,0.57101,0.77312,0.6065,0.85081,0.89542,0.80331,0.88904,0.74439,0.82152,0.72283,0.78663,0.54351,0.51661,0.66746,0.49386,0.81998,3.00772e-05,3.00772e-05,3.00772e-05
187,296.506,0.55882,0.7351,0.61795,0.86008,0.89542,0.80331,0.88904,0.74439,0.82152,0.72283,0.78663,0.54351,0.51661,0.66746,0.49386,0.81998,2.83101e-05,2.83101e-05,2.83101e-05
188,298.051,0.6377,0.88089,0.7345,0.86599,0.89815,0.81109,0.88919,0.74575,0.82045,0.72868,0.78961,0.54407,0.51291,0.66308,0.49156,0.81855,2.65429e-05,2.65429e-05,2.65429e-05
189,299.547,0.61874,0.84443,0.63805,0.84359,0.89815,0.81109,0.88919,0.74575,0.82045,0.72868,0.78961,0.54407,0.51291,0.66308,0.49156,0.81855,2.47758e-05,2.47758e-05,2.47758e-05
190,301.078,0.55306,0.77403,0.59403,0.83748,0.89815,0.81109,0.88919,0.74575,0.82045,0.72868,0.78961,0.54407,0.51291,0.66308,0.49156,0.81855,2.30087e-05,2.30087e-05,2.30087e-05
191,326.692,0.63491,0.78082,0.61265,0.84759,0.89815,0.81109,0.88919,0.74575,0.82045,0.72868,0.78961,0.54407,0.51291,0.66308,0.49156,0.81855,2.12415e-05,2.12415e-05,2.12415e-05
192,329.281,0.6201,0.795,0.63108,0.82899,0.89378,0.8092,0.89279,0.74692,0.81855,0.72924,0.79078,0.54636,0.51001,0.66042,0.49052,0.81791,1.94744e-05,1.94744e-05,1.94744e-05
193,331.614,0.61484,0.79519,0.63275,0.83325,0.89378,0.8092,0.89279,0.74692,0.81855,0.72924,0.79078,0.54636,0.51001,0.66042,0.49052,0.81791,1.77072e-05,1.77072e-05,1.77072e-05
194,334.034,0.64127,0.81801,0.61912,0.87904,0.89378,0.8092,0.89279,0.74692,0.81855,0.72924,0.79078,0.54636,0.51001,0.66042,0.49052,0.81791,1.59401e-05,1.59401e-05,1.59401e-05
195,337.25,0.61382,0.79998,0.59191,0.87319,0.89378,0.8092,0.89279,0.74692,0.81855,0.72924,0.79078,0.54636,0.51001,0.66042,0.49052,0.81791,1.41729e-05,1.41729e-05,1.41729e-05
196,340.642,0.58934,0.71379,0.59448,0.84316,0.89585,0.80423,0.89357,0.7485,0.82039,0.72496,0.79422,0.54315,0.51006,0.66177,0.49153,0.8179,1.24058e-05,1.24058e-05,1.24058e-05
197,343.002,0.55894,0.69096,0.56995,0.83614,0.89585,0.80423,0.89357,0.7485,0.82039,0.72496,0.79422,0.54315,0.51006,0.66177,0.49153,0.8179,1.06386e-05,1.06386e-05,1.06386e-05
198,344.544,0.61687,0.80699,0.60638,0.86889,0.89585,0.80423,0.89357,0.7485,0.82039,0.72496,0.79422,0.54315,0.51006,0.66177,0.49153,0.8179,8.87145e-06,8.87145e-06,8.87145e-06
199,345.963,0.55874,0.7325,0.60282,0.85237,0.89585,0.80423,0.89357,0.7485,0.82039,0.72496,0.79422,0.54315,0.51006,0.66177,0.49153,0.8179,7.1043e-06,7.1043e-06,7.1043e-06
200,347.439,0.56698,0.80388,0.59821,0.86064,0.89807,0.80338,0.8904,0.74906,0.86988,0.70454,0.79627,0.53645,0.50763,0.65796,0.48989,0.81756,5.33715e-06,5.33715e-06,5.33715e-06
